Call;Organisation;Project title;Applicant / Contact person;Decision No.;Decision date;Funding period;Funding
FIRI 2010 LT;Tampere University of Technology -2018;Synchrotron radiation based studies at MAX-IV (SR-MAXIV) / Consortium: SRAU;Valden, Mika;141492;03.01.2011;04.01.2011 - 31.12.2015;158.000
FIRI 2010 LT;University of Eastern Finland;National Finnish Grid Infrastructure (FGI) / Consortium: FGI;Pakkanen, Tapani;141465;03.01.2011;04.01.2011 - 31.12.2012;158.750
FIRI 2010 LT;University of Helsinki;ICOS - Integrated Carbon Observation System;Vesala, Timo;141518;03.01.2011;04.01.2011 - 31.12.2011;1.000.150
FIRI 2010 LT;University of Helsinki;Infrastructure of Environmental and Atmospheric Sciences (ATM-Science);Kulmala, Markku;141451;03.01.2011;04.01.2011 - 31.12.2013;1.500.000
FIRI 2010 LT;University of Helsinki;National Finnish Grid Infrastructure (FGI) / Consortium: FGI;Nordlund, Kai;141453;03.01.2011;04.01.2011 - 31.12.2012;238.770
FIRI 2010 LT;University of Helsinki;Synchrotron radiation based studies at MAX-IV (SR-MAXIV);Serimaa, Ritva;141468;03.01.2011;04.01.2011 - 31.12.2015;
FIRI 2010 LT;University of Jyväskylä;Laboratory of Structural Nano- and Supramolecular Chemistry,   NaSuChem-lab;Rissanen, Kari;141432;08.12.2010;09.12.2010 - 31.12.2011;448.990
FIRI 2010 LT;University of Jyväskylä;National Finnish Grid Infrastructure (FGI) / Consortium: FGI;Häkkinen, Hannu;141476;03.01.2011;04.01.2011 - 31.12.2012;188.780
FIRI 2010 LT;University of Jyväskylä;Uusi infrastruktuuri Jyväskylän Yliopiston Fysiikan Laitoksen Kiihdytinlaboratorion separaattori ja kiihdytinlaitteistoja varten;Julin, Rauno;141395;08.12.2010;09.12.2010 - 30.06.2013;670.600
FIRI 2010 LT;University of Oulu;Finnish Grid Infrastructure (FGI) / Consortium: FGI;Juffer, Andre;141460;03.01.2011;04.01.2011 - 31.12.2012;79.000
FIRI 2010 LT;University of Oulu;Synchrotron radiation based studies at MAX-IV (SR-MAXIV) / Consortium: SRAU;Huttula, Marko;141485;03.01.2011;04.01.2011 - 31.12.2015;399.040
FIRI 2010 LT;University of Oulu;Synchrotron radiation based studies at MAX-IV (SR-MAXIV) / Consortium: SRAU;Wierenga, Rikkert;141487;03.01.2011;04.01.2011 - 31.12.2015;228.939
FIRI 2010 LT;University of Turku;National Finnish Grid Infrastructure (FGI) / Consortium: FGI;Suominen, Kalle-Antti;141478;03.01.2011;04.01.2011 - 31.12.2012;68.650
FIRI 2010 LT;University of Turku;Solid State Vacuum Ultraviolet and X-ray Absorption Spectroscopy Study of Defects at MAX IV / Consortium: SRAU;Hölsä, Jorma;141509;03.01.2011;04.01.2011 - 31.12.2015;70.140
FIRI 2010 LT;University of Turku;Synchrotron radiation based studies at MAX-IV (SR-MAXIV) / Consortium: SRAU;Kukk, Edwin;141519;03.01.2011;04.01.2011 - 31.12.2015;192.510
FIRI 2010 LT;Åbo Akademi University;Finnish Grid Infrastructure (FGI) / Consortium: FGI;Westerholm, Jan;141477;03.01.2011;04.01.2011 - 31.12.2012;48.769
FIRI 2010 TT;Aalto University;MRI upgrade for the Advanced Magnetic Imaging Centre of the NEUROIMAGING infrastructure (NEUROMRI);Vanni, Simo;141410;08.12.2010;09.12.2010 - 31.12.2011;1.330.000
FIRI 2010 TT;CSC - It Center for Science Ltd.;Biomedinfra.fi - integrated biobanking, bioinformatics and translational research infrastructure on the ESFRI roadmap / Consortium: BMSinfra;Nyrönen, Tommi;141512;03.01.2011;04.01.2011 - 03.12.2011;1.227.320
FIRI 2010 TT;University of Eastern Finland;Itä-Suomen Genomikeskuksen kehittämisprojekti;Laakso, Markku;141443;08.12.2010;09.12.2010 - 31.12.2012;417.590
FIRI 2010 TT;University of Eastern Finland;National Infrastructure for In Vivo Magnetic Resonance Imaging and Virus Vector Technology in University of Eastern Finland;Ylä-Herttuala, Seppo;141393;08.12.2010;09.12.2010 - 31.12.2012;590.950
FIRI 2010 TT;University of Helsinki;Biomedinfra.fi - integrated biobanking, bioinformatics and translational research infrastructure on the ESFRI roadmap / Consortium: BMSinfra;Kallioniemi, Olli;141482;03.01.2011;04.01.2011 - 31.12.2012;2.772.530
FIRI 2010 TT;University of Helsinki;National BioCARS -center;Ikonen, Elina;141403;03.01.2011;04.01.2011 - 31.12.2015;999.340
FIRI 2010 TT;University of Jyväskylä;Health and well-being through physical activity:  Research core facility for the Faculty of Sport and Health  Sciences (SHScore);Häkkinen, Keijo;141525;03.01.2011;04.01.2011 - 31.12.2013;609.830
FIRI 2010 TT;University of Oulu;ESFRI-Infrafrontier: The Finnish EMMA node;Pihlajaniemi, Taina;141473;08.12.2010;09.12.2010 - 31.12.2015;413.050
FIRI 2010 TT;University of Turku;In vivo molecular imaging in health and disease (MIDIS);Nuutila, Pirjo;141507;08.12.2010;09.12.2010 - 31.12.2012;738.000
FLARE 2 Postdoctoral Researchers KY;Finnish Institute for Health and Welfare;Social Capital, Loneliness and Mental Well-Being in an Ageing Population: Social Inequalities;Nyqvist, Fredrica;250054;06.05.2011;01.06.2011 - 31.08.2014;280.649
FLARE 2 Postdoctoral Researchers TT;University of Jyväskylä;Can regular exercise slow the aging processes in muscle and bone ? International collaborative study on lifetime athletes;Korhonen, Marko;250683;08.06.2011;01.07.2011 - 30.06.2014;264.702
FiDiPro -ohjelman haku BY;University of Helsinki;Comparative genomics platform on Fungal Pathobiology;Asiegbu, Fred;138116;21.09.2010;01.10.2010 - 30.09.2015;1.384.231
FiDiPro -ohjelman haku KY;University of Helsinki;The Intellectual Heritage of the Ancient Near East;Hämeen-Anttila, Jaakko M;138473;21.09.2010;01.10.2010 - 31.05.2016;1.379.279
FiDiPro -ohjelman haku LT;Tampere University of Technology -2018;Dynamics and Function in Crowded Cells;Vattulainen, Ilpo;139465;21.09.2010;01.10.2010 - 30.09.2015;911.109
FiDiPro -ohjelman haku LT;University of Helsinki;ATMOSPHERIC SCIENCES - Particularly for determination of cluster and nanoaerosol composition;Kulmala, Markku;139995;21.09.2010;01.10.2010 - 30.09.2015;1.217.321
FiDiPro -ohjelman haku LT;University of Helsinki;Computational and theoretical molecular dynamics;Halonen, Lauri;138332;21.09.2010;01.10.2010 - 30.09.2015;968.579
FiDiPro -ohjelman haku LT;University of Jyväskylä;Metallic nanoparticles in molecular forms;Häkkinen, Hannu;139614;21.09.2010;01.10.2010 - 31.12.2011;180.132
FiDiPro -ohjelman haku LT;University of Turku;Words, numbers, tilings and applications.;Karhumäki, Juhani;137991;21.09.2010;01.10.2010 - 30.09.2015;1.482.449
FiDiPro -ohjelman haku TT;University of Helsinki;Complex Diseases: Data, study design and statistical analyses;Kaprio, Jaakko;139904;21.09.2010;01.10.2010 - 30.09.2015;566.459
FiDiPro -ohjelman haku TT;University of Tampere -2018;Nuclear-mitochondrial interactions in Drosophila models of human disease;Jacobs, Howard;139587;21.09.2010;01.10.2010 - 31.12.2016;1.619.648
Finland Distinguished Professor Programme -rahoitusohjelma BY;Finnish Environment Institute;Biogeochemistry of the Baltic Sea in a changing climate: from catchment to open sea;Autio, Riitta;127097;30.09.2008;01.10.2008 - 31.12.2013;990.000
Finland Distinguished Professor Programme -rahoitusohjelma BY;University of Eastern Finland;Sustainable production of biofuels with management of carbon sink/soource dynamics in boreal forests and mires;Martikainen, Pertti Juhani;127456;30.09.2008;01.10.2008 - 31.12.2012;330.000
Finland Distinguished Professor Programme -rahoitusohjelma BY;University of Eastern Finland;Sustainable production of biofuels, with management of carbon sink/source dynamics in the boreal forests and mires;Kellomäki, Seppo Lauri Pellervo;127299;30.09.2008;01.10.2008 - 31.12.2012;390.000
Finland Distinguished Professor Programme -rahoitusohjelma KY;University of Helsinki;Grammar and interaction: The linking of actions in speech and writing;Laury, Ritva;128386;30.09.2008;01.01.2009 - 31.07.2013;800.000
Finland Distinguished Professor Programme -rahoitusohjelma KY;University of Turku;Multiculturalism as a New Pathway to Incorporation;Kostiainen, Auvo Antero;126621;30.09.2008;01.10.2008 - 31.12.2012;410.000
Finland Distinguished Professor Programme -rahoitusohjelma LT;Aalto University;FiDiPro Erik Aurell, KTH Royal Institute of Technology: Statistical Physics, Distributed Systems, and Computational Biology;Orponen, Pekka;129024;30.09.2008;01.10.2008 - 31.12.2013;560.000
Finland Distinguished Professor Programme -rahoitusohjelma LT;Tampere University of Technology -2018;High-Field Science with Ultrafast Laser Sources;Savolainen, Pekka;128844;30.09.2008;01.10.2008 - 31.12.2013;740.000
Finland Distinguished Professor Programme -rahoitusohjelma LT;University of Helsinki;FiDiPro -professor in geometric analysis;Astala, Kari;128331;30.09.2008;01.10.2008 - 31.12.2014;960.000
Finland Distinguished Professor Programme -rahoitusohjelma LT;University of Oulu;Resonance phenomena in inner-shell excited atoms, molucules and clusters.  Combined experimental and theoretical studies;Aksela, Helena;128517;30.09.2008;01.10.2008 - 31.12.2013;760.000
Finland Distinguished Professor Programme -rahoitusohjelma TT;University of Helsinki;BASIC AND TRANSLATIONAL RESEARCH ON P-TEFb;Saksela, Kalle;127313;30.09.2008;01.10.2008 - 31.12.2013;780.000
Finland Distinguished Professor Programme -rahoitusohjelma TT;University of Helsinki;"Finland Distinguished Professorship proposal / Professor Scott F. Gilbert, Swarthmore, USA  Scientific field: Evolutionary developmental biology  Research project:""The developmental construction of the turtle shell""";Thesleff, Irma;127638;30.09.2008;01.10.2008 - 31.12.2014;780.000
Finland Distinguished Professor Programme -rahoitusohjelma TT;University of Tampere -2018;Identification and characterization of novel immunity genes;Silvennoinen, Olli;127676;30.09.2008;01.10.2008 - 31.12.2013;990.000
Finnish-German researcher training cooperation with DGF KY;University of Helsinki;Cooperation between the Finnish Doctoral Programme ”IPRs in Business and Technology” and the German Researcher Training Group “Intellectual Property and the Public Domain”;Bruun, Niklas;255453;13.06.2011;01.01.2012 - 31.12.2015;235.244
Food biotechnology, Indian DBT BY;University of Helsinki;"Molecular and functional characterization of dextran production in Weissella spp. - Superior dextran producers for cereal applications  
 
 / Consortium: WISEDextran";Tenkanen, Maija;255755;15.11.2011;01.01.2012 - 31.12.2014;332.942
Food biotechnology, Indian DBT BY;University of Turku;The origins and process of microbiota development in different geographic areas: creating new nutritional tools for microbiota modulation;Salminen, Seppo;255736;15.11.2011;01.01.2012 - 31.12.2014;329.315
Food biotechnology, Indian DBT BY;VTT Technical Research Centre of Finland;Allergenic food ingredients: Molecular-level characterisation and detection of food allergens for better food safety;Laukkanen, Marja-Leena;256289;15.11.2011;01.01.2012 - 31.12.2014;312.732
Food biotechnology, Indian DBT BY;VTT Technical Research Centre of Finland;Molecular and functional characterization of dextran production in Weissella spp. - Superior dextran producers for cereal applications / Consortium: WISEDextran;Katina, Kati;256320;15.11.2011;01.01.2012 - 31.12.2014;301.596
Fotoniikan, optoelektroniikan, aurinkokennojen ja akkujen materiaalien tutkimus (SA,Tekes,JST) LT;Tampere University of Technology -2018;Advanced Photoactive Materials for Organic Solar Cells;Lemmetyinen, Helge Juhani;136548;29.03.2010;01.05.2010 - 30.04.2013;357.042
Fotoniikan, optoelektroniikan, aurinkokennojen ja akkujen materiaalien tutkimus (SA,Tekes,JST) LT;Tampere University of Technology -2018;Metallo-dielectric hybrid materials for spatial, temporal, and spectral control of ultrafast pulses;Kauranen, Martti;136080;29.03.2010;01.05.2010 - 30.04.2013;359.441
Fotoniikan, optoelektroniikan, aurinkokennojen ja akkujen materiaalien tutkimus (SA,Tekes,JST) LT;University of Eastern Finland;Ultrahigh-speed photoelectric processes in non-centrosymmetric crystals;Kamshilin, Alexei Alexandrovitch;136745;29.03.2010;01.05.2010 - 30.04.2013;359.563
Fotoniikan, optoelektroniikan, aurinkokennojen ja akkujen materiaalien tutkimus (SA,Tekes,JST) LT;Åbo Akademi University;Plasmon Enhanced Organic Hybrid Solar Cells (POHSC);Österbacka, Ronald;137093;29.03.2010;01.08.2010 - 31.07.2013;358.630
Fotoniikka ja modernit kuvantamismenetelmät BY;University of Eastern Finland;New approaches in imaging of reactive oxygen species in animal models of neurodegenerative diseases / Consortium: ROSim;Courtney, Michael;135073;14.10.2009;01.01.2010 - 31.12.2013;128.879
Fotoniikka ja modernit kuvantamismenetelmät BY;University of Eastern Finland;New approaches in imaging of reactive oxygen species in animal models of neurodegenerative diseases / Consortium: ROSim;Giniatullin, Rashid;135179;14.10.2009;01.01.2010 - 31.12.2013;170.362
Fotoniikka ja modernit kuvantamismenetelmät BY;University of Eastern Finland;Photonic regulation of Protein Function in Living  Systems / Consortium: Photo-On;Courtney, Michael;134893;14.10.2009;01.01.2010 - 31.12.2013;431.882
Fotoniikka ja modernit kuvantamismenetelmät BY;Åbo Akademi University;PHOTONIC REGULATION OF PROTEIN FUNCTION IN LIVING SYSTEMS / Consortium: Photo-On;Coffey, Eleanor;135090;14.10.2009;01.01.2010 - 31.12.2013;387.938
Fotoniikka ja modernit kuvantamismenetelmät LT;Aalto University;Coherent Dynamics in Nanophotonics (CONAN) / Consortium: CONAN;Paraoanu, Gheorghe-Sorin;135135;14.10.2009;01.01.2010 - 31.12.2013;224.850
Fotoniikka ja modernit kuvantamismenetelmät LT;Aalto University;Coherent Dynamics in Nanophotonics / Consortium: CONAN;Kaivola, Matti;135186;14.10.2009;01.01.2010 - 31.12.2013;224.078
Fotoniikka ja modernit kuvantamismenetelmät LT;Aalto University;Coherent dynamics in nanophotonics;Törmä, Päivi;135000;14.10.2009;01.01.2010 - 31.12.2013;278.850
Fotoniikka ja modernit kuvantamismenetelmät LT;Aalto University;Dynamic 3D resolution-enhanced low-coherence interferometric imaging / Consortium: Hi-Lo;Friberg, Ari;135030;14.10.2009;01.01.2010 - 31.12.2012;170.101
Fotoniikka ja modernit kuvantamismenetelmät LT;Aalto University;Dynamic 3D resolution-enhanced low-coherence interferometric imaging / Consortium: Hi-Lo;Ludvigsen, Hanne Elisabeth;134857;14.10.2009;01.01.2010 - 31.12.2013;176.419
Fotoniikka ja modernit kuvantamismenetelmät LT;Aalto University;IR/visual dynamic characterization of NEMS/MEMS devices / Consortium: IRC-MEMS;Franssila, Sami;134864;14.10.2009;01.01.2010 - 31.12.2013;386.918
Fotoniikka ja modernit kuvantamismenetelmät LT;Aalto University;NATIONAL CONSORTIUM FOR LOW-COST PHOTOVOLTAIC MATERIALS / Consortium: LOWCOST PV;Lund, Peter;135143;14.10.2009;01.01.2010 - 31.12.2013;140.600
Fotoniikka ja modernit kuvantamismenetelmät LT;Aalto University;National consortium for low-cost photovoltaic materials / Consortium: LOWCOST PV;Savin, Hele;134958;14.10.2009;01.01.2010 - 31.12.2013;140.600
Fotoniikka ja modernit kuvantamismenetelmät LT;Aalto University;Optically controlled photoresponsive polymer materials / Consortium: PHORMAT;Kaivola, Matti;135106;14.10.2009;01.01.2010 - 31.12.2013;268.550
Fotoniikka ja modernit kuvantamismenetelmät LT;Aalto University;Optically controlled photoresponsive polymer materials / Consortium: PHORMAT;Ras, Robin;135159;14.10.2009;01.01.2010 - 31.12.2013;201.180
